State,Filed_week_ended,Initial_Claims,Reflecting_Week_Ended,Continued_Claims,Covered_Employment,Insured_Unemployment_Rate
South Carolina,6/22/19,"2,116",6/15/19,"14,819","2,042,923",0.73
South Carolina,6/29/19,"2,183",6/22/19,"15,118","2,042,923",0.74
South Carolina,7/6/19,"1,959",6/29/19,"15,166","2,042,923",0.74
South Carolina,7/13/19,"3,507",7/6/19,"16,057","2,058,157",0.78
South Carolina,7/20/19,"2,384",7/13/19,"15,503","2,058,157",0.75
South Carolina,7/27/19,"1,867",7/20/19,"16,004","2,058,157",0.78
South Carolina,8/3/19,"2,432",7/27/19,"15,896","2,058,157",0.77
South Carolina,8/10/19,"2,058",8/3/19,"15,743","2,058,157",0.76
South Carolina,8/17/19,"1,873",8/10/19,"15,559","2,058,157",0.76
South Carolina,8/24/19,"1,941",8/17/19,"15,183","2,058,157",0.74
South Carolina,8/31/19,"1,869",8/24/19,"14,280","2,058,157",0.69
South Carolina,9/7/19,"1,524",8/31/19,"13,567","2,058,157",0.66
South Carolina,9/14/19,"2,770",9/7/19,"14,297","2,058,157",0.69
South Carolina,9/21/19,"1,916",9/14/19,"13,265","2,058,157",0.64
South Carolina,9/28/19,"1,970",9/21/19,"13,119","2,058,157",0.64
South Carolina,10/5/19,"2,359",9/28/19,"13,277","2,058,157",0.65
South Carolina,10/12/19,"2,157",10/5/19,"13,037","2,070,232",0.63
South Carolina,10/19/19,"1,988",10/12/19,"13,356","2,070,232",0.65
South Carolina,10/26/19,"2,066",10/19/19,"13,215","2,070,232",0.64
South Carolina,11/2/19,"2,050",10/26/19,"13,422","2,070,232",0.65
South Carolina,11/9/19,"3,380",11/2/19,"13,774","2,070,232",0.67
South Carolina,11/16/19,"2,205",11/9/19,"13,829","2,070,232",0.67
South Carolina,11/23/19,"2,496",11/16/19,"14,164","2,070,232",0.68
South Carolina,11/30/19,"1,548",11/23/19,"13,783","2,070,232",0.67
South Carolina,12/7/19,"3,965",11/30/19,"15,338","2,070,232",0.74
South Carolina,12/14/19,"2,495",12/7/19,"14,731","2,070,232",0.71
South Carolina,12/21/19,"2,931",12/14/19,"15,119","2,070,232",0.73
South Carolina,12/28/19,"2,181",12/21/19,"15,271","2,070,232",0.74
South Carolina,1/4/20,"7,471",12/28/19,"18,922","2,070,232",0.91
South Carolina,1/11/20,"4,629",1/4/20,"21,587","2,077,535",1.04
South Carolina,1/18/20,"3,126",1/11/20,"18,780","2,077,535",0.9
South Carolina,1/25/20,"2,248",1/18/20,"17,113","2,077,535",0.82
South Carolina,2/1/20,"2,099",1/25/20,"17,061","2,077,535",0.82
South Carolina,2/8/20,"2,054",2/1/20,"16,669","2,077,535",0.8
South Carolina,2/15/20,"2,088",2/8/20,"16,547","2,077,535",0.8
South Carolina,2/22/20,"1,824",2/15/20,"16,239","2,077,535",0.78
South Carolina,2/29/20,"1,977",2/22/20,"15,779","2,077,535",0.76
South Carolina,3/7/20,"1,889",2/29/20,"15,341","2,077,535",0.74
South Carolina,3/14/20,"2,093",3/7/20,"15,032","2,077,535",0.72
South Carolina,3/21/20,"31,826",3/14/20,"15,111","2,077,535",0.73
South Carolina,3/28/20,"66,475",3/21/20,"30,341","2,077,535",1.46
South Carolina,4/4/20,"86,573",3/28/20,"75,521","2,077,535",3.64
South Carolina,4/11/20,"89,147",4/4/20,"126,994","2,087,060",6.08
South Carolina,4/18/20,"74,362",4/11/20,"179,769","2,087,060",8.61
South Carolina,4/25/20,"66,438",4/18/20,"240,956","2,087,060",11.55
South Carolina,5/2/20,"47,673",4/25/20,"260,409","2,087,060",12.48
South Carolina,5/9/20,"33,191",5/2/20,"268,701","2,087,060",12.87
South Dakota,1/5/19,354,12/29/18,"2,777","412,446",0.67
South Dakota,1/12/19,548,1/5/19,"3,022","413,159",0.73
South Dakota,1/19/19,331,1/12/19,"3,085","413,159",0.75
South Dakota,1/26/19,274,1/19/19,"3,140","413,159",0.76
South Dakota,2/2/19,318,1/26/19,"3,283","413,159",0.79
South Dakota,2/9/19,334,2/2/19,"3,375","413,159",0.82
South Dakota,2/16/19,280,2/9/19,"3,352","413,159",0.81
South Dakota,2/23/19,239,2/16/19,"3,401","413,159",0.82
South Dakota,3/2/19,221,2/23/19,"3,346","413,159",0.81
South Dakota,3/9/19,214,3/2/19,"3,421","413,159",0.83
South Dakota,3/16/19,143,3/9/19,"3,312","413,159",0.8
South Dakota,3/23/19,171,3/16/19,"3,249","413,159",0.79
South Dakota,3/30/19,149,3/23/19,"2,922","413,159",0.71
South Dakota,4/6/19,143,3/30/19,"2,666","413,159",0.65
South Dakota,4/13/19,81,4/6/19,"2,127","414,529",0.51
South Dakota,4/20/19,179,4/13/19,"1,955","414,529",0.47
South Dakota,4/27/19,126,4/20/19,"1,673","414,529",0.4
South Dakota,5/4/19,167,4/27/19,"1,359","414,529",0.33
South Dakota,5/11/19,187,5/4/19,"1,183","414,529",0.29
South Dakota,5/18/19,164,5/11/19,"1,114","414,529",0.27
South Dakota,5/25/19,280,5/18/19,"1,050","414,529",0.25
South Dakota,6/1/19,205,5/25/19,"1,117","414,529",0.27
South Dakota,6/8/19,208,6/1/19,"1,183","414,529",0.29
South Dakota,6/15/19,204,6/8/19,"1,017","414,529",0.25
South Dakota,6/22/19,157,6/15/19,"1,041","414,529",0.25
South Dakota,6/29/19,180,6/22/19,"1,044","414,529",0.25
South Dakota,7/6/19,152,6/29/19,967,"414,529",0.23
South Dakota,7/13/19,204,7/6/19,"1,195","415,624",0.29
South Dakota,7/20/19,204,7/13/19,"1,117","415,624",0.27
South Dakota,7/27/19,150,7/20/19,"1,174","415,624",0.28
South Dakota,8/3/19,136,7/27/19,"1,137","415,624",0.27
South Dakota,8/10/19,134,8/3/19,"1,084","415,624",0.26
South Dakota,8/17/19,158,8/10/19,"1,090","415,624",0.26
South Dakota,8/24/19,144,8/17/19,"1,038","415,624",0.25
South Dakota,8/31/19,122,8/24/19,876,"415,624",0.21
South Dakota,9/7/19,103,8/31/19,812,"415,624",0.2
South Dakota,9/14/19,151,9/7/19,825,"415,624",0.2
South Dakota,9/21/19,124,9/14/19,846,"415,624",0.2
South Dakota,9/28/19,147,9/21/19,804,"415,624",0.19
South Dakota,10/5/19,185,9/28/19,804,"415,624",0.19
South Dakota,10/12/19,156,10/5/19,785,"416,296",0.19
South Dakota,10/19/19,174,10/12/19,792,"416,296",0.19
South Dakota,10/26/19,206,10/19/19,856,"416,296",0.21
South Dakota,11/2/19,273,10/26/19,863,"416,296",0.21
South Dakota,11/9/19,318,11/2/19,944,"416,296",0.23
South Dakota,11/16/19,406,11/9/19,"1,105","416,296",0.27
South Dakota,11/23/19,359,11/16/19,"1,294","416,296",0.31
South Dakota,11/30/19,328,11/23/19,"1,402","416,296",0.34
South Dakota,12/7/19,630,11/30/19,"1,717","416,296",0.41
South Dakota,12/14/19,529,12/7/19,"2,019","416,296",0.48
South Dakota,12/21/19,489,12/14/19,"2,361","416,296",0.57
South Dakota,12/28/19,241,12/21/19,"2,416","416,296",0.58
South Dakota,1/4/20,398,12/28/19,"2,798","416,296",0.67
South Dakota,1/11/20,468,1/4/20,"2,970","417,030",0.71
South Dakota,1/18/20,338,1/11/20,"2,995","417,030",0.72
South Dakota,1/25/20,291,1/18/20,"3,071","417,030",0.74
South Dakota,2/1/20,217,1/25/20,"3,155","417,030",0.76
South Dakota,2/8/20,223,2/1/20,"3,117","417,030",0.75
South Dakota,2/15/20,194,2/8/20,"3,196","417,030",0.77
South Dakota,2/22/20,191,2/15/20,"3,164","417,030",0.76
South Dakota,2/29/20,159,2/22/20,"3,116","417,030",0.75
South Dakota,3/7/20,185,2/29/20,"3,059","417,030",0.73
South Dakota,3/14/20,190,3/7/20,"2,870","417,030",0.69
South Dakota,3/21/20,"1,761",3/14/20,"2,674","417,030",0.64
South Dakota,3/28/20,"6,801",3/21/20,"3,538","417,030",0.85
South Dakota,4/4/20,"8,138",3/28/20,"7,568","417,030",1.81
South Dakota,4/11/20,"6,359",4/4/20,"14,431","417,997",3.45
South Dakota,4/18/20,"5,295",4/11/20,"19,664","417,997",4.7
South Dakota,4/25/20,"5,535",4/18/20,"22,707","417,997",5.43
South Dakota,5/2/20,"3,929",4/25/20,"23,791","417,997",5.69
South Dakota,5/9/20,"5,269",5/2/20,"23,388","417,997",5.6
Tennessee,1/5/19,"3,465",12/29/18,"21,362","3,198,199",0.67
Tennessee,1/12/19,"3,898",1/5/19,"20,964","3,209,282",0.65
Tennessee,1/19/19,"2,859",1/12/19,"20,313","3,209,282",0.63
Tennessee,1/26/19,"2,392",1/19/19,"20,121","3,209,282",0.63
Tennessee,2/2/19,"2,463",1/26/19,"20,243","3,209,282",0.63
Tennessee,2/9/19,"2,252",2/2/19,"20,014","3,209,282",0.62
Tennessee,2/16/19,"2,133",2/9/19,"19,790","3,209,282",0.62
Tennessee,2/23/19,"2,129",2/16/19,"19,576","3,209,282",0.61
Tennessee,3/2/19,"2,136",2/23/19,"20,041","3,209,282",0.62
Tennessee,3/9/19,"2,027",3/2/19,"19,103","3,209,282",0.6
Tennessee,3/16/19,"2,248",3/9/19,"18,153","3,209,282",0.57
Tennessee,3/23/19,"2,367",3/16/19,"17,699","3,209,282",0.55
Tennessee,3/30/19,"2,485",3/23/19,"17,614","3,209,282",0.55
Tennessee,4/6/19,"4,318",3/30/19,"16,781","3,209,282",0.52
Tennessee,4/13/19,"2,164",4/6/19,"17,942","3,222,597",0.56
Tennessee,4/20/19,"1,961",4/13/19,"15,172","3,222,597",0.47
Tennessee,4/27/19,"2,106",4/20/19,"14,715","3,222,597",0.46
Tennessee,5/4/19,"2,154",4/27/19,"15,562","3,222,597",0.48
Tennessee,5/11/19,"2,421",5/4/19,"14,554","3,222,597",0.45
Tennessee,5/18/19,"2,546",5/11/19,"15,247","3,222,597",0.47
Tennessee,5/25/19,"2,977",5/18/19,"15,825","3,222,597",0.49
Tennessee,6/1/19,"3,865",5/25/19,"16,966","3,222,597",0.53
Tennessee,6/8/19,"2,889",6/1/19,"18,681","3,222,597",0.58
Tennessee,6/15/19,"2,363",6/8/19,"19,297","3,222,597",0.6
Tennessee,6/22/19,"2,323",6/15/19,"19,459","3,222,597",0.6
Tennessee,6/29/19,"2,904",6/22/19,"20,118","3,222,597",0.62
Tennessee,7/6/19,"2,995",6/29/19,"20,367","3,222,597",0.63
Tennessee,7/13/19,"2,706",7/6/19,"21,734","3,235,868",0.67
Tennessee,7/20/19,"2,233",7/13/19,"20,652","3,235,868",0.64
Tennessee,7/27/19,"2,198",7/20/19,"20,514","3,235,868",0.63
Tennessee,8/3/19,"2,282",7/27/19,"20,495","3,235,868",0.63
Tennessee,8/10/19,"1,997",8/3/19,"20,176","3,235,868",0.62
Tennessee,8/17/19,"1,893",8/10/19,"17,668","3,235,868",0.55
Tennessee,8/24/19,"1,994",8/17/19,"16,610","3,235,868",0.51
Tennessee,8/31/19,"2,221",8/24/19,"16,597","3,235,868",0.51
Tennessee,9/7/19,"2,124",8/31/19,"15,889","3,235,868",0.49
Tennessee,9/14/19,"2,104",9/7/19,"16,248","3,235,868",0.5
Tennessee,9/21/19,"3,295",9/14/19,"15,831","3,235,868",0.49
Tennessee,9/28/19,"2,924",9/21/19,"16,770","3,235,868",0.52
Tennessee,10/5/19,"2,880",9/28/19,"18,120","3,235,868",0.56
Tennessee,10/12/19,"3,186",10/5/19,"17,866","3,250,062",0.55
Tennessee,10/19/19,"3,046",10/12/19,"18,737","3,250,062",0.58
Tennessee,10/26/19,"2,270",10/19/19,"18,643","3,250,062",0.57
Tennessee,11/2/19,"2,161",10/26/19,"17,970","3,250,062",0.55
Tennessee,11/9/19,"2,481",11/2/19,"15,686","3,250,062",0.48
Tennessee,11/16/19,"2,159",11/9/19,"15,384","3,250,062",0.47
Tennessee,11/23/19,"2,161",11/16/19,"15,588","3,250,062",0.48
Tennessee,11/30/19,"2,034",11/23/19,"15,429","3,250,062",0.47
Tennessee,12/7/19,"3,310",11/30/19,"16,809","3,250,062",0.52
Tennessee,12/14/19,"2,476",12/7/19,"16,589","3,250,062",0.51
Tennessee,12/21/19,"3,253",12/14/19,"17,212","3,250,062",0.53
Tennessee,12/28/19,"4,590",12/21/19,"17,634","3,250,062",0.54
Tennessee,1/4/20,"3,084",12/28/19,"22,163","3,250,062",0.68
Tennessee,1/11/20,"3,711",1/4/20,"22,398","3,263,988",0.69
Tennessee,1/18/20,"3,093",1/11/20,"20,441","3,263,988",0.63
Tennessee,1/25/20,"2,484",1/18/20,"20,786","3,263,988",0.64
Tennessee,2/1/20,"2,362",1/25/20,"21,364","3,263,988",0.65
Tennessee,2/8/20,"2,161",2/1/20,"20,670","3,263,988",0.63
Tennessee,2/15/20,"2,140",2/8/20,"20,485","3,263,988",0.63
Tennessee,2/22/20,"1,855",2/15/20,"20,139","3,263,988",0.62
Tennessee,2/29/20,"2,014",2/22/20,"20,413","3,263,988",0.63
Tennessee,3/7/20,"2,032",2/29/20,"19,035","3,263,988",0.58
Tennessee,3/14/20,"2,702",3/7/20,"18,450","3,263,988",0.57
Tennessee,3/21/20,"38,077",3/14/20,"18,350","3,263,988",0.56
Tennessee,3/28/20,"92,500",3/21/20,"37,541","3,263,988",1.15
Tennessee,4/4/20,"112,186",3/28/20,"116,179","3,263,988",3.56
Tennessee,4/11/20,"71,887",4/4/20,"206,472","3,278,927",6.3
Tennessee,4/18/20,"67,226",4/11/20,"279,895","3,278,927",8.54
Tennessee,4/25/20,"42,805",4/18/20,"341,033","3,278,927",10.4
Tennessee,5/2/20,"36,323",4/25/20,"340,249","3,278,927",10.38
Tennessee,5/9/20,"28,377",5/2/20,"343,212","3,278,927",10.47
Texas,1/5/19,"12,905",12/29/18,"123,402","11,882,030",1.04
Texas,1/12/19,"20,493",1/5/19,"129,887","11,941,735",1.09
Texas,1/19/19,"17,453",1/12/19,"128,985","11,941,735",1.08
Texas,1/26/19,"12,479",1/19/19,"123,476","11,941,735",1.03
Texas,2/2/19,"14,161",1/26/19,"121,027","11,941,735",1.01
Texas,2/9/19,"13,526",2/2/19,"115,008","11,941,735",0.96
Texas,2/16/19,"12,388",2/9/19,"117,176","11,941,735",0.98
Texas,2/23/19,"11,766",2/16/19,"117,832","11,941,735",0.99
Texas,3/2/19,"12,099",2/23/19,"116,340","11,941,735",0.97
Texas,3/9/19,"12,760",3/2/19,"112,808","11,941,735",0.94
Texas,3/16/19,"11,580",3/9/19,"113,456","11,941,735",0.95
Texas,3/23/19,"14,382",3/16/19,"117,994","11,941,735",0.99
Texas,3/30/19,"12,327",3/23/19,"113,639","11,941,735",0.95
Texas,4/6/19,"13,093",3/30/19,"111,714","11,941,735",0.94
Texas,4/13/19,"13,868",4/6/19,"107,707","12,017,875",0.9
Texas,4/20/19,"11,439",4/13/19,"107,033","12,017,875",0.89
Texas,4/27/19,"12,084",4/20/19,"111,704","12,017,875",0.93
Texas,5/4/19,"12,748",4/27/19,"109,585","12,017,875",0.91
Texas,5/11/19,"12,959",5/4/19,"108,102","12,017,875",0.9
Texas,5/18/19,"13,807",5/11/19,"110,505","12,017,875",0.92
Texas,5/25/19,"14,355",5/18/19,"113,260","12,017,875",0.94
Texas,6/1/19,"12,773",5/25/19,"113,823","12,017,875",0.95
Texas,6/8/19,"15,186",6/1/19,"117,425","12,017,875",0.98
Texas,6/15/19,"15,081",6/8/19,"120,357","12,017,875",1
Texas,6/22/19,"14,494",6/15/19,"127,130","12,017,875",1.06
Texas,6/29/19,"13,655",6/22/19,"124,259","12,017,875",1.03
Texas,7/6/19,"11,598",6/29/19,"123,852","12,017,875",1.03
Texas,7/13/19,"16,144",7/6/19,"128,079","12,099,046",1.06
Texas,7/20/19,"12,958",7/13/19,"128,199","12,099,046",1.06
Texas,7/27/19,"12,265",7/20/19,"129,557","12,099,046",1.07
Texas,8/3/19,"12,915",7/27/19,"127,475","12,099,046",1.05
Texas,8/10/19,"12,816",8/3/19,"124,234","12,099,046",1.03
Texas,8/17/19,"11,694",8/10/19,"123,607","12,099,046",1.02
Texas,8/24/19,"12,619",8/17/19,"123,914","12,099,046",1.02
Texas,8/31/19,"13,048",8/24/19,"118,901","12,099,046",0.98
Texas,9/7/19,"11,500",8/31/19,"116,035","12,099,046",0.96
Texas,9/14/19,"12,273",9/7/19,"115,892","12,099,046",0.96
Texas,9/21/19,"12,440",9/14/19,"115,497","12,099,046",0.95
Texas,9/28/19,"12,691",9/21/19,"111,924","12,099,046",0.93
Texas,10/5/19,"14,146",9/28/19,"113,493","12,099,046",0.94
Texas,10/12/19,"14,342",10/5/19,"107,905","12,168,097",0.89
Texas,10/19/19,"13,058",10/12/19,"113,394","12,168,097",0.93
Texas,10/26/19,"13,183",10/19/19,"111,596","12,168,097",0.92
Texas,11/2/19,"13,861",10/26/19,"114,549","12,168,097",0.94
Texas,11/9/19,"16,393",11/2/19,"111,391","12,168,097",0.92
Texas,11/16/19,"14,335",11/9/19,"112,751","12,168,097",0.93
Texas,11/23/19,"16,139",11/16/19,"120,254","12,168,097",0.99
Texas,11/30/19,"10,359",11/23/19,"115,092","12,168,097",0.95
Texas,12/7/19,"20,649",11/30/19,"135,760","12,168,097",1.12
Texas,12/14/19,"15,037",12/7/19,"122,185","12,168,097",1
Texas,12/21/19,"12,589",12/14/19,"133,899","12,168,097",1.1
Texas,12/28/19,"8,947",12/21/19,"119,380","12,168,097",0.98
Texas,1/4/20,"12,367",12/28/19,"141,473","12,168,097",1.16
Texas,1/11/20,"21,902",1/4/20,"140,768","12,236,594",1.15
Texas,1/18/20,"15,783",1/11/20,"145,126","12,236,594",1.19
Texas,1/25/20,"13,070",1/18/20,"132,656","12,236,594",1.08
Texas,2/1/20,"13,818",1/25/20,"140,826","12,236,594",1.15
Texas,2/8/20,"13,869",2/1/20,"128,666","12,236,594",1.05
Texas,2/15/20,"12,790",2/8/20,"133,475","12,236,594",1.09
Texas,2/22/20,"12,047",2/15/20,"127,275","12,236,594",1.04
Texas,2/29/20,"12,692",2/22/20,"133,247","12,236,594",1.09
Texas,3/7/20,"14,355",2/29/20,"125,252","12,236,594",1.02
Texas,3/14/20,"16,176",3/7/20,"127,905","12,236,594",1.05
Texas,3/21/20,"155,426",3/14/20,"126,427","12,236,594",1.03
Texas,3/28/20,"276,185",3/21/20,"144,697","12,236,594",1.18
Texas,4/4/20,"315,167",3/28/20,"374,656","12,236,594",3.06
Texas,4/11/20,"274,257",4/4/20,"632,470","12,304,547",5.14
Texas,4/18/20,"280,761",4/11/20,"911,923","12,304,547",7.41
Texas,4/25/20,"254,084",4/18/20,"962,122","12,304,547",7.82
Texas,5/2/20,"243,935",4/25/20,"1,133,324","12,304,547",9.21
Texas,5/9/20,"141,553",5/2/20,"1,181,609","12,304,547",9.6
Utah,1/5/19,"1,679",12/29/18,"11,336","1,440,218",0.79
Utah,1/12/19,"1,810",1/5/19,"11,985","1,418,868",0.84
Utah,1/19/19,"1,484",1/12/19,"12,262","1,418,868",0.86
Utah,1/26/19,"1,229",1/19/19,"12,501","1,418,868",0.88
Utah,2/2/19,"1,164",1/26/19,"12,346","1,418,868",0.87
Utah,2/9/19,"1,179",2/2/19,"12,150","1,418,868",0.86
Utah,2/16/19,"1,134",2/9/19,"12,068","1,418,868",0.85
Utah,2/23/19,"1,018",2/16/19,"11,869","1,418,868",0.84
Utah,3/2/19,946,2/23/19,"11,540","1,418,868",0.81
Utah,3/9/19,980,3/2/19,"11,152","1,418,868",0.79
Utah,3/16/19,914,3/9/19,"10,758","1,418,868",0.76
Utah,3/23/19,873,3/16/19,"10,130","1,418,868",0.71
Utah,3/30/19,855,3/23/19,"9,653","1,418,868",0.68
Utah,4/6/19,"1,026",3/30/19,"9,000","1,418,868",0.63
Utah,4/13/19,"1,364",4/6/19,"8,001","1,431,642",0.56
Utah,4/20/19,"1,103",4/13/19,"8,146","1,431,642",0.57
Utah,4/27/19,"1,006",4/20/19,"7,785","1,431,642",0.54
Utah,5/4/19,927,4/27/19,"7,362","1,431,642",0.51
Utah,5/11/19,923,5/4/19,"7,084","1,431,642",0.49
Utah,5/18/19,898,5/11/19,"6,906","1,431,642",0.48
Utah,5/25/19,"1,053",5/18/19,"6,854","1,431,642",0.48
Utah,6/1/19,918,5/25/19,"6,778","1,431,642",0.47
Utah,6/8/19,993,6/1/19,"6,723","1,431,642",0.47
Utah,6/15/19,885,6/8/19,"6,653","1,431,642",0.46
Utah,6/22/19,918,6/15/19,"6,832","1,431,642",0.48
Utah,6/29/19,957,6/22/19,"6,676","1,431,642",0.47
Utah,7/6/19,861,6/29/19,"6,550","1,431,642",0.46
Utah,7/13/19,949,7/6/19,"6,712","1,443,356",0.47
Utah,7/20/19,834,7/13/19,"6,566","1,443,356",0.45
Utah,7/27/19,758,7/20/19,"6,649","1,443,356",0.46
Utah,8/3/19,842,7/27/19,"6,502","1,443,356",0.45
Utah,8/10/19,882,8/3/19,"6,489","1,443,356",0.45
Utah,8/17/19,826,8/10/19,"6,360","1,443,356",0.44
Utah,8/24/19,850,8/17/19,"6,282","1,443,356",0.44
Utah,8/31/19,821,8/24/19,"5,965","1,443,356",0.41
Utah,9/7/19,822,8/31/19,"5,897","1,443,356",0.41
Utah,9/14/19,892,9/7/19,"5,754","1,443,356",0.4
Utah,9/21/19,856,9/14/19,"5,868","1,443,356",0.41
Utah,9/28/19,927,9/21/19,"5,913","1,443,356",0.41
Utah,10/5/19,"1,022",9/28/19,"5,814","1,443,356",0.4
Utah,10/12/19,984,10/5/19,"5,779","1,454,279",0.4
Utah,10/19/19,913,10/12/19,"5,842","1,454,279",0.4
Utah,10/26/19,"1,045",10/19/19,"5,985","1,454,279",0.41
Utah,11/2/19,"1,167",10/26/19,"6,184","1,454,279",0.43
Utah,11/9/19,"1,449",11/2/19,"6,449","1,454,279",0.44
Utah,11/16/19,"1,298",11/9/19,"6,864","1,454,279",0.47
Utah,11/23/19,"1,402",11/16/19,"7,360","1,454,279",0.51
Utah,11/30/19,"1,755",11/23/19,"7,783","1,454,279",0.54
Utah,12/7/19,"2,196",11/30/19,"8,628","1,454,279",0.59
Utah,12/14/19,"1,706",12/7/19,"9,750","1,454,279",0.67
Utah,12/21/19,"1,623",12/14/19,"9,881","1,454,279",0.68
Utah,12/28/19,"1,284",12/21/19,"10,416","1,454,279",0.72
Utah,1/4/20,"1,518",12/28/19,"11,328","1,454,279",0.78
Utah,1/11/20,"1,834",1/4/20,"11,787","1,459,679",0.81
Utah,1/18/20,"1,458",1/11/20,"12,061","1,459,679",0.83
Utah,1/25/20,"1,271",1/18/20,"12,061","1,459,679",0.83
Utah,2/1/20,"1,290",1/25/20,"11,872","1,459,679",0.81
Utah,2/8/20,"1,303",2/1/20,"12,187","1,459,679",0.83
Utah,2/15/20,"1,097",2/8/20,"12,131","1,459,679",0.83
Utah,2/22/20,"1,008",2/15/20,"11,960","1,459,679",0.82
Utah,2/29/20,885,2/22/20,"11,451","1,459,679",0.78
Utah,3/7/20,"1,015",2/29/20,"11,077","1,459,679",0.76
Utah,3/14/20,"1,305",3/7/20,"10,701","1,459,679",0.73
Utah,3/21/20,"19,690",3/14/20,"10,826","1,459,679",0.74
Utah,3/28/20,"28,532",3/21/20,"24,635","1,459,679",1.69
Utah,4/4/20,"33,040",3/28/20,"45,161","1,459,679",3.09
Utah,4/11/20,"24,515",4/4/20,"72,798","1,474,336",4.94
Utah,4/18/20,"19,649",4/11/20,"88,281","1,474,336",5.99
Utah,4/25/20,"11,738",4/18/20,"89,495","1,474,336",6.07
Utah,5/2/20,"8,992",4/25/20,"92,872","1,474,336",6.3
Utah,5/9/20,"7,076",5/2/20,"91,591","1,474,336",6.21
Vermont,1/5/19,699,12/29/18,"5,755","302,514",1.9
Vermont,1/12/19,674,1/5/19,"5,718","302,240",1.89
Vermont,1/19/19,576,1/12/19,"5,485","302,240",1.81
Vermont,1/26/19,528,1/19/19,"5,307","302,240",1.76
Vermont,2/2/19,692,1/26/19,"5,415","302,240",1.79
Vermont,2/9/19,500,2/2/19,"5,353","302,240",1.77
Vermont,2/16/19,479,2/9/19,"5,384","302,240",1.78
Vermont,2/23/19,656,2/16/19,"5,183","302,240",1.71
Vermont,3/2/19,845,2/23/19,"5,351","302,240",1.77
Vermont,3/9/19,430,3/2/19,"5,445","302,240",1.8
Vermont,3/16/19,641,3/9/19,"5,219","302,240",1.73
Vermont,3/23/19,499,3/16/19,"5,147","302,240",1.7
Vermont,3/30/19,397,3/23/19,"4,841","302,240",1.6
Vermont,4/6/19,519,3/30/19,"4,675","302,240",1.55
Vermont,4/13/19,698,4/6/19,"4,381","302,624",1.45
Vermont,4/20/19,944,4/13/19,"4,399","302,624",1.45
Vermont,4/27/19,663,4/20/19,"4,431","302,624",1.46
Vermont,5/4/19,380,4/27/19,"3,875","302,624",1.28
Vermont,5/11/19,434,5/4/19,"3,289","302,624",1.09
Vermont,5/18/19,528,5/11/19,"3,179","302,624",1.05
Vermont,5/25/19,430,5/18/19,"3,203","302,624",1.06
Vermont,6/1/19,405,5/25/19,"3,000","302,624",0.99
Vermont,6/8/19,312,6/1/19,"3,101","302,624",1.02
Vermont,6/15/19,335,6/8/19,"2,789","302,624",0.92
Vermont,6/22/19,837,6/15/19,"2,798","302,624",0.92
Vermont,6/29/19,603,6/22/19,"3,092","302,624",1.02
Vermont,7/6/19,538,6/29/19,"3,210","302,624",1.06
Vermont,7/13/19,384,7/6/19,"3,484","302,699",1.15
Vermont,7/20/19,262,7/13/19,"3,217","302,699",1.06
Vermont,7/27/19,289,7/20/19,"3,157","302,699",1.04
Vermont,8/3/19,296,7/27/19,"3,115","302,699",1.03
Vermont,8/10/19,289,8/3/19,"3,081","302,699",1.02
Vermont,8/17/19,321,8/10/19,"2,808","302,699",0.93
Vermont,8/24/19,262,8/17/19,"2,986","302,699",0.99
Vermont,8/31/19,205,8/24/19,"2,563","302,699",0.85
Vermont,9/7/19,271,8/31/19,"1,930","302,699",0.64
Vermont,9/14/19,240,9/7/19,"1,904","302,699",0.63
Vermont,9/21/19,236,9/14/19,"1,799","302,699",0.59
Vermont,9/28/19,249,9/21/19,"1,820","302,699",0.6
Vermont,10/5/19,279,9/28/19,"1,836","302,699",0.61
Vermont,10/12/19,308,10/5/19,"1,830","303,175",0.6
Vermont,10/19/19,392,10/12/19,"1,830","303,175",0.6
Vermont,10/26/19,369,10/19/19,"1,975","303,175",0.65
Vermont,11/2/19,663,10/26/19,"2,044","303,175",0.67
Vermont,11/9/19,636,11/2/19,"2,372","303,175",0.78
Vermont,11/16/19,693,11/9/19,"2,707","303,175",0.89
Vermont,11/23/19,621,11/16/19,"3,092","303,175",1.02
Vermont,11/30/19,"1,124",11/23/19,"2,976","303,175",0.98
Vermont,12/7/19,977,11/30/19,"3,951","303,175",1.3
Vermont,12/14/19,539,12/7/19,"3,569","303,175",1.18
Vermont,12/21/19,895,12/14/19,"3,491","303,175",1.15
Vermont,12/28/19,"1,647",12/21/19,"3,937","303,175",1.3
Vermont,1/4/20,680,12/28/19,"5,417","303,175",1.79
Vermont,1/11/20,649,1/4/20,"5,609","303,508",1.85
Vermont,1/18/20,755,1/11/20,"4,961","303,508",1.63
Vermont,1/25/20,518,1/18/20,"4,986","303,508",1.64
Vermont,2/1/20,481,1/25/20,"5,006","303,508",1.65
Vermont,2/8/20,475,2/1/20,"4,824","303,508",1.59
Vermont,2/15/20,543,2/8/20,"4,931","303,508",1.62
Vermont,2/22/20,610,2/15/20,"4,872","303,508",1.61
Vermont,2/29/20,863,2/22/20,"5,039","303,508",1.66
Vermont,3/7/20,446,2/29/20,"5,219","303,508",1.72
Vermont,3/14/20,659,3/7/20,"4,896","303,508",1.61
Vermont,3/21/20,"3,784",3/14/20,"4,810","303,508",1.58
